demand,hour,schedule_date
1650,4,02-10-2023
1674,5,02-10-2023
1758,6,02-10-2023
1732,7,02-10-2023
1644,8,02-10-2023
1593,9,02-10-2023
1572,10,02-10-2023
1581,11,02-10-2023
1500,12,02-10-2023
1529,13,02-10-2023
1489,14,02-10-2023
1539,15,02-10-2023
1565,16,02-10-2023
1560,17,02-10-2023
1623,18,02-10-2023
1853,19,02-10-2023
1764,20,02-10-2023
1688,21,02-10-2023
1609,22,02-10-2023
1605,23,02-10-2023
1534,24,02-10-2023
1463,1,03-10-2023
1444,2,03-10-2023
1413,3,03-10-2023
1403,4,03-10-2023
1405,5,03-10-2023
1606,6,03-10-2023
1765,7,03-10-2023
1677,8,03-10-2023
1761,9,03-10-2023
1752,10,03-10-2023
1764,11,03-10-2023
1830,12,03-10-2023
1799,13,03-10-2023
1770,14,03-10-2023
1732,15,03-10-2023
1945,16,03-10-2023
2027,17,03-10-2023
2005,18,03-10-2023
2144,19,03-10-2023
2002,20,03-10-2023
1931,21,03-10-2023
1889,22,03-10-2023
1781,23,03-10-2023
1773,24,03-10-2023
1709,1,04-10-2023
1658,2,04-10-2023
1633,3,04-10-2023
1621,4,04-10-2023
1647,5,04-10-2023
1838,6,04-10-2023
1915,7,04-10-2023
1852,8,04-10-2023
1870,9,04-10-2023
1898,10,04-10-2023
1859,11,04-10-2023
1856,12,04-10-2023
1802,13,04-10-2023
1809,14,04-10-2023
1868,15,04-10-2023
1928,16,04-10-2023
2000,17,04-10-2023
2052,18,04-10-2023
2128,19,04-10-2023
2054,20,04-10-2023
1986,21,04-10-2023
1947,22,04-10-2023
1821,23,04-10-2023
1745,24,04-10-2023
1723,1,05-10-2023
1675,2,05-10-2023
1656,3,05-10-2023
1639,4,05-10-2023
1664,5,05-10-2023
1806,6,05-10-2023
1897,7,05-10-2023
1826,8,05-10-2023
1744,9,05-10-2023
1788,10,05-10-2023
1790,11,05-10-2023
1827,12,05-10-2023
1739,13,05-10-2023
1802,14,05-10-2023
1979,15,05-10-2023
1938,16,05-10-2023
1991,17,05-10-2023
1848,18,05-10-2023
2216,19,05-10-2023
2045,20,05-10-2023
1998,21,05-10-2023
1927,22,05-10-2023
1929,23,05-10-2023
1798,24,05-10-2023
1748,1,06-10-2023
1681,2,06-10-2023
1664,3,06-10-2023
1628,4,06-10-2023
1659,5,06-10-2023
1794,6,06-10-2023
1974,7,06-10-2023
1877,8,06-10-2023
1872,9,06-10-2023
1871,10,06-10-2023
1844,11,06-10-2023
1874,12,06-10-2023
1796,13,06-10-2023
1832,14,06-10-2023
1929,15,06-10-2023
2015,16,06-10-2023
2027,17,06-10-2023
1928,18,06-10-2023
2246,19,06-10-2023
2119,20,06-10-2023
2024,21,06-10-2023
1862,22,06-10-2023
1771,23,06-10-2023
1738,24,06-10-2023
1822,1,07-10-2023
1724,2,07-10-2023
1713,3,07-10-2023
1658,4,07-10-2023
1691,5,07-10-2023
1860,6,07-10-2023
1928,7,07-10-2023
1870,8,07-10-2023
1910,9,07-10-2023
1931,10,07-10-2023
1866,11,07-10-2023
1870,12,07-10-2023
1860,13,07-10-2023
1899,14,07-10-2023
1979,15,07-10-2023
1991,16,07-10-2023
1890,17,07-10-2023
1956,18,07-10-2023
2128,19,07-10-2023
2162,20,07-10-2023
2060,21,07-10-2023
1987,22,07-10-2023
1890,23,07-10-2023
1780,24,07-10-2023
1787,1,08-10-2023
1761,2,08-10-2023
1704,3,08-10-2023
1601,4,08-10-2023
1640,5,08-10-2023
1730,6,08-10-2023
1772,7,08-10-2023
1733,8,08-10-2023
1753,9,08-10-2023
1653,10,08-10-2023
1614,11,08-10-2023
1646,12,08-10-2023
1641,13,08-10-2023
1562,14,08-10-2023
1657,15,08-10-2023
1636,16,08-10-2023
1734,17,08-10-2023
1814,18,08-10-2023
2037,19,08-10-2023
1914,20,08-10-2023
1857,21,08-10-2023
1778,22,08-10-2023
1695,23,08-10-2023
1580,24,08-10-2023
1626,1,09-10-2023
1582,2,09-10-2023
1513,3,09-10-2023
1559,4,09-10-2023
1598,5,09-10-2023
1722,6,09-10-2023
1896,7,09-10-2023
1819,8,09-10-2023
1842,9,09-10-2023
1860,10,09-10-2023
1826,11,09-10-2023
1847,12,09-10-2023
1827,13,09-10-2023
1771,14,09-10-2023
1829,15,09-10-2023
2055,16,09-10-2023
2107,17,09-10-2023
2050,18,09-10-2023
2259,19,09-10-2023
2114,20,09-10-2023
2078,21,09-10-2023
1955,22,09-10-2023
1803,23,09-10-2023
1795,24,09-10-2023
1754,1,10-10-2023
1705,2,10-10-2023
1632,3,10-10-2023
1618,4,10-10-2023
1529,5,10-10-2023
1714,6,10-10-2023
1872,7,10-10-2023
1818,8,10-10-2023
1802,9,10-10-2023
1911,10,10-10-2023
1820,11,10-10-2023
1855,12,10-10-2023
1798,13,10-10-2023
1887,14,10-10-2023
1892,15,10-10-2023
1930,16,10-10-2023
2100,17,10-10-2023
2112,18,10-10-2023
2230,19,10-10-2023
2112,20,10-10-2023
2015,21,10-10-2023
1915,22,10-10-2023
1838,23,10-10-2023
1762,24,10-10-2023
1706,1,11-10-2023
1682,2,11-10-2023
1636,3,11-10-2023
1578,4,11-10-2023
1582,5,11-10-2023
1883,6,11-10-2023
1902,7,11-10-2023
1823,8,11-10-2023
1852,9,11-10-2023
1941,10,11-10-2023
1814,11,11-10-2023
1769,12,11-10-2023
1762,13,11-10-2023
1762,14,11-10-2023
1905,15,11-10-2023
1923,16,11-10-2023
1946,17,11-10-2023
1981,18,11-10-2023
2157,19,11-10-2023
2029,20,11-10-2023
1936,21,11-10-2023
1828,22,11-10-2023
1781,23,11-10-2023
1661,24,11-10-2023
1602,1,12-10-2023
1594,2,12-10-2023
1584,3,12-10-2023
1535,4,12-10-2023
1586,5,12-10-2023
1737,6,12-10-2023
1893,7,12-10-2023
1766,8,12-10-2023
1919,9,12-10-2023
1797,10,12-10-2023
1773,11,12-10-2023
1762,12,12-10-2023
1708,13,12-10-2023
1747,14,12-10-2023
1863,15,12-10-2023
1919,16,12-10-2023
1997,17,12-10-2023
1987,18,12-10-2023
2239,19,12-10-2023
2013,20,12-10-2023
1910,21,12-10-2023
1815,22,12-10-2023
1721,23,12-10-2023
1725,24,12-10-2023
1661,1,13-10-2023
1614,2,13-10-2023
1610,3,13-10-2023
1554,4,13-10-2023
1641,5,13-10-2023
1792,6,13-10-2023
1956,7,13-10-2023
1832,8,13-10-2023
1829,9,13-10-2023
1853,10,13-10-2023
1770,11,13-10-2023
1739,12,13-10-2023
1703,13,13-10-2023
1720,14,13-10-2023
1817,15,13-10-2023
1824,16,13-10-2023
1862,17,13-10-2023
2037,18,13-10-2023
2140,19,13-10-2023
1938,20,13-10-2023
1881,21,13-10-2023
1764,22,13-10-2023
1702,23,13-10-2023
1625,24,13-10-2023
1599,1,14-10-2023
1571,2,14-10-2023
1555,3,14-10-2023
1538,4,14-10-2023
1598,5,14-10-2023
1784,6,14-10-2023
1942,7,14-10-2023
1832,8,14-10-2023
1844,9,14-10-2023
1790,10,14-10-2023
1715,11,14-10-2023
1715,12,14-10-2023
1689,13,14-10-2023
1723,14,14-10-2023
1869,15,14-10-2023
1806,16,14-10-2023
1851,17,14-10-2023
2009,18,14-10-2023
2163,19,14-10-2023
2038,20,14-10-2023
1902,21,14-10-2023
1790,22,14-10-2023
1695,23,14-10-2023
1624,24,14-10-2023
1585,1,15-10-2023
1545,2,15-10-2023
1525,3,15-10-2023
1533,4,15-10-2023
1544,5,15-10-2023
1693,6,15-10-2023
1855,7,15-10-2023
1751,8,15-10-2023
1794,9,15-10-2023
1571,10,15-10-2023
1541,11,15-10-2023
1532,12,15-10-2023
1477,13,15-10-2023
1424,14,15-10-2023
1507,15,15-10-2023
1519,16,15-10-2023
1535,17,15-10-2023
1726,18,15-10-2023
1796,19,15-10-2023
1736,20,15-10-2023
1640,21,15-10-2023
1562,22,15-10-2023
1484,23,15-10-2023
1458,24,15-10-2023
1415,1,16-10-2023
1377,2,16-10-2023
1359,3,16-10-2023
1358,4,16-10-2023
1468,5,16-10-2023
1681,6,16-10-2023
1889,7,16-10-2023
1849,8,16-10-2023
1867,9,16-10-2023
1193,10,16-10-2023
1272,11,16-10-2023
1440,12,16-10-2023
714,13,16-10-2023
733,14,16-10-2023
952,15,16-10-2023
1056,16,16-10-2023
1151,17,16-10-2023
1434,18,16-10-2023
1606,19,16-10-2023
1524,20,16-10-2023
1526,21,16-10-2023
1414,22,16-10-2023
1378,23,16-10-2023
1318,24,16-10-2023
1222,1,17-10-2023
1165,2,17-10-2023
1197,3,17-10-2023
1177,4,17-10-2023
1271,5,17-10-2023
1500,6,17-10-2023
1799,7,17-10-2023
1747,8,17-10-2023
1750,9,17-10-2023
1639,10,17-10-2023
1600,11,17-10-2023
1523,12,17-10-2023
1482,13,17-10-2023
1511,14,17-10-2023
1612,15,17-10-2023
1600,16,17-10-2023
1621,17,17-10-2023
1837,18,17-10-2023
1923,19,17-10-2023
1755,20,17-10-2023
1677,21,17-10-2023
1550,22,17-10-2023
1490,23,17-10-2023
1400,24,17-10-2023
1307,1,18-10-2023
1307,2,18-10-2023
1306,3,18-10-2023
1311,4,18-10-2023
1419,5,18-10-2023
1556,6,18-10-2023
1953,7,18-10-2023
1833,8,18-10-2023
1662,9,18-10-2023
1627,10,18-10-2023
1541,11,18-10-2023
1506,12,18-10-2023
1494,13,18-10-2023
1458,14,18-10-2023
1553,15,18-10-2023
1639,16,18-10-2023
1739,17,18-10-2023
1812,18,18-10-2023
1867,19,18-10-2023
1846,20,18-10-2023
1702,21,18-10-2023
1571,22,18-10-2023
1502,23,18-10-2023
1440,24,18-10-2023
1360,1,19-10-2023
1354,2,19-10-2023
1320,3,19-10-2023
1342,4,19-10-2023
1384,5,19-10-2023
1712,6,19-10-2023
2016,7,19-10-2023
1875,8,19-10-2023
1746,9,19-10-2023
1708,10,19-10-2023
1647,11,19-10-2023
1570,12,19-10-2023
1513,13,19-10-2023
1521,14,19-10-2023
1579,15,19-10-2023
1619,16,19-10-2023
1749,17,19-10-2023
1762,18,19-10-2023
1965,19,19-10-2023
1740,20,19-10-2023
1640,21,19-10-2023
1592,22,19-10-2023
1537,23,19-10-2023
1440,24,19-10-2023
1372,1,20-10-2023
1357,2,20-10-2023
1347,3,20-10-2023
1393,4,20-10-2023
1486,5,20-10-2023
1726,6,20-10-2023
2016,7,20-10-2023
1946,8,20-10-2023
1838,9,20-10-2023
1678,10,20-10-2023
1609,11,20-10-2023
1563,12,20-10-2023
1513,13,20-10-2023
1437,14,20-10-2023
1574,15,20-10-2023
1661,16,20-10-2023
1763,17,20-10-2023
1891,18,20-10-2023
2041,19,20-10-2023
1812,20,20-10-2023
1724,21,20-10-2023
1582,22,20-10-2023
1560,23,20-10-2023
1415,24,20-10-2023
1403,1,21-10-2023
1372,2,21-10-2023
1341,3,21-10-2023
1343,4,21-10-2023
1455,5,21-10-2023
1688,6,21-10-2023
1967,7,21-10-2023
1840,8,21-10-2023
1781,9,21-10-2023
1709,10,21-10-2023
1587,11,21-10-2023
1527,12,21-10-2023
1540,13,21-10-2023
1544,14,21-10-2023
1616,15,21-10-2023
1670,16,21-10-2023
1768,17,21-10-2023
2000,18,21-10-2023
1962,19,21-10-2023
1776,20,21-10-2023
1676,21,21-10-2023
1580,22,21-10-2023
1496,23,21-10-2023
1458,24,21-10-2023
1397,1,22-10-2023
1346,2,22-10-2023
1370,3,22-10-2023
1356,4,22-10-2023
1471,5,22-10-2023
1666,6,22-10-2023
1922,7,22-10-2023
1854,8,22-10-2023
1744,9,22-10-2023
1585,10,22-10-2023
1511,11,22-10-2023
1425,12,22-10-2023
1388,13,22-10-2023
1416,14,22-10-2023
1503,15,22-10-2023
1578,16,22-10-2023
1548,17,22-10-2023
1750,18,22-10-2023
1779,19,22-10-2023
1700,20,22-10-2023
1586,21,22-10-2023
1479,22,22-10-2023
1427,23,22-10-2023
1334,24,22-10-2023
1294,1,23-10-2023
1270,2,23-10-2023
1271,3,23-10-2023
1269,4,23-10-2023
1399,5,23-10-2023
1652,6,23-10-2023
1921,7,23-10-2023
1904,8,23-10-2023
1836,9,23-10-2023
1725,10,23-10-2023
1700,11,23-10-2023
1617,12,23-10-2023
1538,13,23-10-2023
1475,14,23-10-2023
1576,15,23-10-2023
1685,16,23-10-2023
1737,17,23-10-2023
1935,18,23-10-2023
1886,19,23-10-2023
1718,20,23-10-2023
1568,21,23-10-2023
1486,22,23-10-2023
1449,23,23-10-2023
1384,24,23-10-2023
1351,1,24-10-2023
1324,2,24-10-2023
1293,3,24-10-2023
1292,4,24-10-2023
1392,5,24-10-2023
1509,6,24-10-2023
1711,7,24-10-2023
1704,8,24-10-2023
1600,9,24-10-2023
1508,10,24-10-2023
1456,11,24-10-2023
1381,12,24-10-2023
1311,13,24-10-2023
1236,14,24-10-2023
1260,15,24-10-2023
1310,16,24-10-2023
1419,17,24-10-2023
1524,18,24-10-2023
1576,19,24-10-2023
1485,20,24-10-2023
1376,21,24-10-2023
1311,22,24-10-2023
1258,23,24-10-2023
1228,24,24-10-2023
1171,1,25-10-2023
1161,2,25-10-2023
1132,3,25-10-2023
1162,4,25-10-2023
1246,5,25-10-2023
1498,6,25-10-2023
1824,7,25-10-2023
1756,8,25-10-2023
1673,9,25-10-2023
1620,10,25-10-2023
1602,11,25-10-2023
1564,12,25-10-2023
1535,13,25-10-2023
1490,14,25-10-2023
1586,15,25-10-2023
1671,16,25-10-2023
1717,17,25-10-2023
1884,18,25-10-2023
1932,19,25-10-2023
1788,20,25-10-2023
1655,21,25-10-2023
1577,22,25-10-2023
1506,23,25-10-2023
1471,24,25-10-2023
1414,1,26-10-2023
1382,2,26-10-2023
1351,3,26-10-2023
1346,4,26-10-2023
1459,5,26-10-2023
1721,6,26-10-2023
2066,7,26-10-2023
1900,8,26-10-2023
1786,9,26-10-2023
1689,10,26-10-2023
1527,11,26-10-2023
1510,12,26-10-2023
1448,13,26-10-2023
1417,14,26-10-2023
1543,15,26-10-2023
1548,16,26-10-2023
1744,17,26-10-2023
1961,18,26-10-2023
1982,19,26-10-2023
1809,20,26-10-2023
1716,21,26-10-2023
1583,22,26-10-2023
1537,23,26-10-2023
1469,24,26-10-2023
1432,1,27-10-2023
1408,2,27-10-2023
1387,3,27-10-2023
1402,4,27-10-2023
1530,5,27-10-2023
1769,6,27-10-2023
2042,7,27-10-2023
1925,8,27-10-2023
1858,9,27-10-2023
1730,10,27-10-2023
1703,11,27-10-2023
1675,12,27-10-2023
1560,13,27-10-2023
1516,14,27-10-2023
1636,15,27-10-2023
1749,16,27-10-2023
1851,17,27-10-2023
1991,18,27-10-2023
2015,19,27-10-2023
1764,20,27-10-2023
1661,21,27-10-2023
1556,22,27-10-2023
1518,23,27-10-2023
1463,24,27-10-2023
1409,1,28-10-2023
1404,2,28-10-2023
1383,3,28-10-2023
1376,4,28-10-2023
1461,5,28-10-2023
1638,6,28-10-2023
1930,7,28-10-2023
1889,8,28-10-2023
1888,9,28-10-2023
1782,10,28-10-2023
1701,11,28-10-2023
1640,12,28-10-2023
1576,13,28-10-2023
1494,14,28-10-2023
1629,15,28-10-2023
1655,16,28-10-2023
1846,17,28-10-2023
1968,18,28-10-2023
1962,19,28-10-2023
1808,20,28-10-2023
1698,21,28-10-2023
1597,22,28-10-2023
1496,23,28-10-2023
1429,24,28-10-2023
1396,1,29-10-2023
1380,2,29-10-2023
1307,3,29-10-2023
1341,4,29-10-2023
1466,5,29-10-2023
1627,6,29-10-2023
1830,7,29-10-2023
1871,8,29-10-2023
1796,9,29-10-2023
1642,10,29-10-2023
1503,11,29-10-2023
1377,12,29-10-2023
1290,13,29-10-2023
1265,14,29-10-2023
1296,15,29-10-2023
1447,16,29-10-2023
1631,17,29-10-2023
1842,18,29-10-2023
1786,19,29-10-2023
1661,20,29-10-2023
1534,21,29-10-2023
1426,22,29-10-2023
1373,23,29-10-2023
1303,24,29-10-2023
1274,1,30-10-2023
1251,2,30-10-2023
1234,3,30-10-2023
1224,4,30-10-2023
1335,5,30-10-2023
1574,6,30-10-2023
1933,7,30-10-2023
1861,8,30-10-2023
1792,9,30-10-2023
1714,10,30-10-2023
1621,11,30-10-2023
1547,12,30-10-2023
1502,13,30-10-2023
1465,14,30-10-2023
1549,15,30-10-2023
1669,16,30-10-2023
1847,17,30-10-2023
1908,18,30-10-2023
2006,19,30-10-2023
1847,20,30-10-2023
1722,21,30-10-2023
1577,22,30-10-2023
1488,23,30-10-2023
1426,24,30-10-2023
1385.3,1,31-10-2023
1350.3,2,31-10-2023
1334.3,3,31-10-2023
1327.3,4,31-10-2023
1496.3,5,31-10-2023
1668.3,6,31-10-2023
2006.3,7,31-10-2023
1916,8,31-10-2023
1852,9,31-10-2023
1756,10,31-10-2023
1676,11,31-10-2023
1593,12,31-10-2023
1518,13,31-10-2023
1534,14,31-10-2023
1610,15,31-10-2023
1686,16,31-10-2023
1794,17,31-10-2023
2026,18,31-10-2023
1959,19,31-10-2023
1795,20,31-10-2023
1670,21,31-10-2023
1586,22,31-10-2023
1493,23,31-10-2023
1457,24,31-10-2023
1386,1,01-11-2023
1384,2,01-11-2023
1356,3,01-11-2023
1350,4,01-11-2023
1435,5,01-11-2023
1659,6,01-11-2023
1933,7,01-11-2023
1960,8,01-11-2023
1902,9,01-11-2023
1841,10,01-11-2023
1721,11,01-11-2023
1567,12,01-11-2023
1593,13,01-11-2023
1479,14,01-11-2023
1533,15,01-11-2023
1696,16,01-11-2023
1824,17,01-11-2023
1889,18,01-11-2023
1933,19,01-11-2023
1668,20,01-11-2023
1556,21,01-11-2023
1465,22,01-11-2023
1385,23,01-11-2023
1311,24,01-11-2023
1270,1,02-11-2023
1258,2,02-11-2023
1252,3,02-11-2023
1230,4,02-11-2023
1320,5,02-11-2023
1594,6,02-11-2023
1925,7,02-11-2023
1939,8,02-11-2023
1708,9,02-11-2023
1674,10,02-11-2023
1534,11,02-11-2023
1472,12,02-11-2023
1457,13,02-11-2023
1454,14,02-11-2023
1522,15,02-11-2023
1646,16,02-11-2023
1817,17,02-11-2023
2006,18,02-11-2023
1960,19,02-11-2023
1763,20,02-11-2023
1721,21,02-11-2023
1546,22,02-11-2023
1501,23,02-11-2023
1427,24,02-11-2023
1377,1,03-11-2023
1363,2,03-11-2023
1337,3,03-11-2023
1349,4,03-11-2023
1452,5,03-11-2023
1688,6,03-11-2023
2044,7,03-11-2023
1958,8,03-11-2023
1889,9,03-11-2023
1775,10,03-11-2023
1752,11,03-11-2023
1720,12,03-11-2023
1634,13,03-11-2023
1622,14,03-11-2023
1692,15,03-11-2023
1724,16,03-11-2023
1834,17,03-11-2023
1973,18,03-11-2023
1921,19,03-11-2023
1837,20,03-11-2023
1638,21,03-11-2023
1557,22,03-11-2023
1513,23,03-11-2023
1435,24,03-11-2023
1382,1,04-11-2023
1378,2,04-11-2023
1381,3,04-11-2023
1394,4,04-11-2023
1456,5,04-11-2023
1683,6,04-11-2023
1998,7,04-11-2023
1947,8,04-11-2023
1866,9,04-11-2023
1819,10,04-11-2023
1698,11,04-11-2023
1634,12,04-11-2023
1611,13,04-11-2023
1513,14,04-11-2023
1653,15,04-11-2023
1710,16,04-11-2023
1839,17,04-11-2023
1969,18,04-11-2023
1932,19,04-11-2023
1762,20,04-11-2023
1724,21,04-11-2023
1548,22,04-11-2023
1505,23,04-11-2023
1392,24,04-11-2023
1407,1,05-11-2023
1344,2,05-11-2023
1315,3,05-11-2023
1356,4,05-11-2023
1427,5,05-11-2023
1594,6,05-11-2023
1832,7,05-11-2023
1829,8,05-11-2023
1755,9,05-11-2023
1753,10,05-11-2023
1571,11,05-11-2023
1527,12,05-11-2023
1421,13,05-11-2023
1404,14,05-11-2023
1403,15,05-11-2023
1521,16,05-11-2023
1705,17,05-11-2023
1662,18,05-11-2023
1715,19,05-11-2023
1674,20,05-11-2023
1507,21,05-11-2023
1412,22,05-11-2023
1331,23,05-11-2023
1286,24,05-11-2023
1276,1,06-11-2023
1250,2,06-11-2023
1205,3,06-11-2023
1247,4,06-11-2023
1355,5,06-11-2023
1588,6,06-11-2023
1989,7,06-11-2023
1960,8,06-11-2023
1873,9,06-11-2023
1765,10,06-11-2023
1673,11,06-11-2023
1601,12,06-11-2023
1513,13,06-11-2023
1534,14,06-11-2023
1564,15,06-11-2023
1644,16,06-11-2023
1833,17,06-11-2023
2009,18,06-11-2023
1873,19,06-11-2023
1688,20,06-11-2023
1681,21,06-11-2023
1562,22,06-11-2023
1523,23,06-11-2023
1442,24,06-11-2023
1393,1,07-11-2023
1381,2,07-11-2023
1364,3,07-11-2023
1338,4,07-11-2023
1420,5,07-11-2023
1672,6,07-11-2023
2060,7,07-11-2023
1942,8,07-11-2023
1908,9,07-11-2023
1748,10,07-11-2023
1645,11,07-11-2023
1599,12,07-11-2023
1561,13,07-11-2023
1546,14,07-11-2023
1620,15,07-11-2023
1725,16,07-11-2023
1815,17,07-11-2023
2037,18,07-11-2023
1958,19,07-11-2023
1785,20,07-11-2023
1664,21,07-11-2023
1522,22,07-11-2023
1456,23,07-11-2023
1402,24,07-11-2023
1371,1,08-11-2023
1350,2,08-11-2023
1345,3,08-11-2023
1364,4,08-11-2023
1454,5,08-11-2023
1688,6,08-11-2023
2076,7,08-11-2023
2030,8,08-11-2023
1911,9,08-11-2023
1824,10,08-11-2023
1700,11,08-11-2023
1675,12,08-11-2023
1496,13,08-11-2023
1539,14,08-11-2023
1597,15,08-11-2023
1794,16,08-11-2023
1842,17,08-11-2023
2055,18,08-11-2023
1980,19,08-11-2023
1721,20,08-11-2023
1694,21,08-11-2023
1547,22,08-11-2023
1477,23,08-11-2023
1449,24,08-11-2023
1370,1,09-11-2023
1343,2,09-11-2023
1346,3,09-11-2023
1358,4,09-11-2023
1418,5,09-11-2023
1735,6,09-11-2023
2041,7,09-11-2023
2006,8,09-11-2023
1913,9,09-11-2023
1829,10,09-11-2023
1696,11,09-11-2023
1619,12,09-11-2023
1603,13,09-11-2023
1549,14,09-11-2023
1622,15,09-11-2023
1710,16,09-11-2023
1866,17,09-11-2023
1970,18,09-11-2023
2004,19,09-11-2023
1786,20,09-11-2023
1726,21,09-11-2023
1579,22,09-11-2023
1502,23,09-11-2023
1420,24,09-11-2023
1395,1,10-11-2023
1347,2,10-11-2023
1352,3,10-11-2023
1356,4,10-11-2023
1508,5,10-11-2023
1708,6,10-11-2023
2020,7,10-11-2023
2054,8,10-11-2023
2031,9,10-11-2023
1985,10,10-11-2023
1908,11,10-11-2023
1811,12,10-11-2023
1762,13,10-11-2023
1714,14,10-11-2023
1678,15,10-11-2023
1800,16,10-11-2023
1846,17,10-11-2023
2005,18,10-11-2023
1932,19,10-11-2023
1788,20,10-11-2023
1670,21,10-11-2023
1541,22,10-11-2023
1448,23,10-11-2023
1386,24,10-11-2023
1385,1,11-11-2023
1303,2,11-11-2023
1243,3,11-11-2023
1265,4,11-11-2023
1357,5,11-11-2023
1534,6,11-11-2023
1781,7,11-11-2023
1875,8,11-11-2023
1879,9,11-11-2023
1753,10,11-11-2023
1682,11,11-11-2023
1588,12,11-11-2023
1448,13,11-11-2023
1437,14,11-11-2023
1353,15,11-11-2023
1395,16,11-11-2023
1576,17,11-11-2023
1738,18,11-11-2023
1705,19,11-11-2023
1579,20,11-11-2023
1507,21,11-11-2023
1407,22,11-11-2023
1263,23,11-11-2023
1160,24,11-11-2023
1133,1,12-11-2023
1108,2,12-11-2023
1088,3,12-11-2023
1168,4,12-11-2023
1180,5,12-11-2023
1353,6,12-11-2023
1566,7,12-11-2023
1603,8,12-11-2023
1509,9,12-11-2023
1416,10,12-11-2023
1269,11,12-11-2023
1145,12,12-11-2023
981,13,12-11-2023
950,14,12-11-2023
925,15,12-11-2023
998,16,12-11-2023
1215,17,12-11-2023
1427,18,12-11-2023
1378,19,12-11-2023
1282,20,12-11-2023
1201,21,12-11-2023
1070,22,12-11-2023
970,23,12-11-2023
903,24,12-11-2023
874,1,13-11-2023
821,2,13-11-2023
825,3,13-11-2023
826,4,13-11-2023
900,5,13-11-2023
1077,6,13-11-2023
1360,7,13-11-2023
1416,8,13-11-2023
1383,9,13-11-2023
1211,10,13-11-2023
1131,11,13-11-2023
1085,12,13-11-2023
1026,13,13-11-2023
949,14,13-11-2023
1027,15,13-11-2023
1108,16,13-11-2023
1233,17,13-11-2023
1544,18,13-11-2023
1511,19,13-11-2023
1341,20,13-11-2023
1292,21,13-11-2023
1167,22,13-11-2023
1092,23,13-11-2023
1020,24,13-11-2023
1024,1,14-11-2023
986,2,14-11-2023
975,3,14-11-2023
995,4,14-11-2023
1077,5,14-11-2023
1273,6,14-11-2023
1494,7,14-11-2023
1670,8,14-11-2023
1515,9,14-11-2023
1435,10,14-11-2023
1330,11,14-11-2023
1255,12,14-11-2023
1174,13,14-11-2023
1155,14,14-11-2023
1199,15,14-11-2023
1226,16,14-11-2023
1367,17,14-11-2023
1620,18,14-11-2023
1594,19,14-11-2023
1455,20,14-11-2023
1351,21,14-11-2023
1274,22,14-11-2023
1165,23,14-11-2023
1085,24,14-11-2023
1060,1,15-11-2023
1037,2,15-11-2023
1038,3,15-11-2023
1059,4,15-11-2023
1174,5,15-11-2023
1373,6,15-11-2023
1687,7,15-11-2023
1730,8,15-11-2023
1705,9,15-11-2023
1562,10,15-11-2023
1473,11,15-11-2023
1357,12,15-11-2023
1230,13,15-11-2023
1171,14,15-11-2023
1240,15,15-11-2023
1321,16,15-11-2023
1517,17,15-11-2023
1665,18,15-11-2023
1640,19,15-11-2023
1522,20,15-11-2023
1417,21,15-11-2023
1297,22,15-11-2023
1229,23,15-11-2023
1138,24,15-11-2023
1105,1,16-11-2023
1104,2,16-11-2023
1102,3,16-11-2023
1106,4,16-11-2023
1196,5,16-11-2023
1469,6,16-11-2023
1769,7,16-11-2023
1771,8,16-11-2023
1681,9,16-11-2023
1560,10,16-11-2023
1500,11,16-11-2023
1420,12,16-11-2023
1371,13,16-11-2023
1335,14,16-11-2023
1437,15,16-11-2023
1573,16,16-11-2023
1660,17,16-11-2023
1901,18,16-11-2023
1839,19,16-11-2023
1706,20,16-11-2023
1566,21,16-11-2023
1413,22,16-11-2023
1326,23,16-11-2023
1248,24,16-11-2023
1218,1,17-11-2023
1161,2,17-11-2023
1163,3,17-11-2023
1201,4,17-11-2023
1297,5,17-11-2023
1545,6,17-11-2023
1818,7,17-11-2023
1854,8,17-11-2023
1840,9,17-11-2023
1662,10,17-11-2023
1562,11,17-11-2023
1542,12,17-11-2023
1417,13,17-11-2023
1341,14,17-11-2023
1417,15,17-11-2023
1589,16,17-11-2023
1657,17,17-11-2023
1952,18,17-11-2023
1853,19,17-11-2023
1661,20,17-11-2023
1568,21,17-11-2023
1464,22,17-11-2023
1353,23,17-11-2023
1309,24,17-11-2023
1270,1,18-11-2023
1212,2,18-11-2023
1241,3,18-11-2023
1247,4,18-11-2023
1372,5,18-11-2023
1599,6,18-11-2023
1946,7,18-11-2023
1978,8,18-11-2023
1832,9,18-11-2023
1781,10,18-11-2023
1652,11,18-11-2023
1578,12,18-11-2023
1427,13,18-11-2023
1400,14,18-11-2023
1423,15,18-11-2023
1599,16,18-11-2023
1703,17,18-11-2023
1947,18,18-11-2023
1854,19,18-11-2023
1681,20,18-11-2023
1578,21,18-11-2023
1454,22,18-11-2023
1400,23,18-11-2023
1338,24,18-11-2023
1292,1,19-11-2023
1270,2,19-11-2023
1262,3,19-11-2023
1249,4,19-11-2023
1354,5,19-11-2023
1520,6,19-11-2023
1751,7,19-11-2023
1851,8,19-11-2023
1828,9,19-11-2023
1690,10,19-11-2023
1586,11,19-11-2023
1467,12,19-11-2023
1389,13,19-11-2023
1335,14,19-11-2023
1322,15,19-11-2023
1428,16,19-11-2023
1527,17,19-11-2023
